以,a
裰,dlll
迨,dln
迨,dlnn
叠,dlo
叠,dlod
诞,dlr
诞,dlrl
邓,dlv
邓,dlvv
调,dlw
凳,dlw
诋,dlw
诋,dlwk
调,dlwu
凳,dlww
道,dm
弟,dm
奠,dma
奠,dmak
弟,dmb
弟,dme
弟,dmee
灯,dmf
灯,dmff
兑,dmi
兑,dmiw
籴,dmm
籴,dmmk
递,dmn
道,dmn
貂,dmn
貂,dmni
递,dmnn
道,dmnn
单,dmo
单,dmoi
断,dmq
断,dmqi
煅,dmr
煅,dmrw
炖,dms
炖,dmsc
郸,dmv
郸,dmvv
爹,dmw
爹,dmww
貂,dmz
貂,dmzi
定,dn
窦,dn
刀,dn
惰,dna
宕,dna
宕,dnai
惰,dnav
懂,dne
懂,dnet
斗,dnf
窦,dnf
定,dnf
窦,dnfc
斗,dnff
定,dnfk
窦,dnfn
惦,dnh
惦,dnhy
斗,dni
斗,dnii
惮,dnm
惮,dnmo
刀,dnn
刀,dnnn
恫,dno
恫,dnod
恫,dnoi
怛,dnr
怛,dnrd
悼,dny
悼,dnyf
电,do
町,do
睹,do
鼎,dob
鼎,doby
电,doc
电,docc
赌,dof
町,dof
睹,dof
巅,dofa
蝶,dofc
黩,dofc
巅,dofe
盯,doff
町,doff
黩,dofn
巅,dofq
睹,dofr
赌,dofr
鼎,doi
瞪,dol
嶝,dol
眈,dol
眈,dolc
瞪,dold
嶝,dold
嶝,doli
典,dom
睇,dom
睇,domb
睇,dome
典,domm
迪,don
蚪,don
蚪,donf
蚪,doni
迪,donn
峒,doo
髑,doo
峒,dood
峒,dooi
髑,doow
盹,dos
囤,dos
盹,dosc
骶,dow
骶,dowk
盾,dq
舵,dq
舵,dqn
遁,dqn
遁,dqnn
舵,dqnw
盾,dqo
盾,dqod
段,dr
兜,dr
旦,drd
旦,drdd
牒,drf
牍,drf
牍,drfc
牒,drfc
牍,drfn
戥,drs
戥,drsk
躲,drw
兜,drw
躲,drwc
的,drwk
段,drwl
兜,drww
到,ds
顿,dsa
顿,dsaj
甙,dsf
甙,dsfd
嫡,dsh
嫡,dshf
趸,dsi
趸,dsiy
东,dsk
东,dskk
妒,dsl
妒,dsle
娣,dsm
娣,dsmb
娣,dsme
妲,dsr
妲,dsrd
到,dsu
到,dsuu
鸫,dsw
鸫,dswd
等,dt
第,dt
第,dtb
第,dtbe
短,dtd
短,dtdd
短,dtdi
犊,dtf
簟,dtf
犊,dtfc
犊,dtfn
簟,dtfr
答,dtj
答,dtji
丢,dtl
簦,dtl
簦,dtld
簦,dtli
稻,dtm
氮,dtm
箪,dtm
氮,dtmm
箪,dtmo
稻,dtmr
迭,dtn
迭,dtnn
笛,dto
笛,dtod
氘,dtr
笪,dtr
笪,dtrd
氘,dtrr
敌,dtt
敌,dttm
等,dtu
等,dtuf
氡,dtw
氡,dtwn
笃,dtx
笃,dtxd
地,du
塔,due
塔,duej
堵,duf
堞,duf
堞,dufc
堵,dufr
墩,duh
墩,duht
堆,duj
堆,dujh
堤,dur
堤,durf
地,duv
地,duvc
垛,duw
垛,duwc
队,dv
陡,dv
胆,dv
队,dvj
队,dvjj
腚,dvn
腚,dvnf
蛋,dvo
胴,dvo
胴,dvod
胴,dvoi
蛋,dvok
胆,dvr
胆,dvrd
胨,dvs
胨,dvsk
肚,dvu
陡,dvu
堕,dvu
堕,dvuu
肚,dvuu
陡,dvuy
多,dw
岛,dw
甸,dw
朵,dwc
朵,dwcc
丹,dwd
鸟,dwd
丹,dwdd
雕,dwj
雕,dwjh
氐,dwk
氐,dwkk
狄,dwm
狄,dwmm
冬,dwn
冬,dwnn
独,dwo
岛,dwo
甸,dwo
甸,dwod
岛,dwoi
独,dwok
剁,dwu
剁,dwuu
邸,dwv
邸,dwvv
多,dww
鲷,dww
多,dwwk
鲷,dwwu
缔,dx
驮,dxa
驮,dxak
缔,dxh
缔,dxho
绨,dxm
绨,dxmb
绨,dxme
缎,dxr
缎,dxrw
点,dy
铤,dye
铤,dyel
钉,dyf
钉,dyff
镀,dyh
镀,dyhl
铛,dyj
铎,dyl
镫,dyl
镫,dyld
铎,dylg
点,dym
点,dymm
锭,dyn
钭,dyn
钭,dynf
锭,dynf
钭,dyni
督,dyo
钿,dyo
钿,dyod
督,dyod
锻,dyr
锝,dyr
锝,dyrg
锻,dyrw
钝,dys
钝,dysc
铤,dyt
铤,dytl
钓,dyw
钓,dywk
刀,dz
刀,dzz
刀,dzzz
而,e
而,ea
而,eai
而,eaii
而,eaoi
鸸,eaw
鸸,eawd
厄,eax
厄,eaxx
屙,eb
屙,ebv
屙,ebvf
洱,ed
洱,edf
洱,edfd
萼,ee
苊,eea
苊,eeax
萼,eei
萼,eeig
莪,eet
莪,eetk
耳,ef
耳,efd
耳,efdd
噩,efi
噩,efii
恶,efl
恶,eflk
垩,efu
垩,efuu
二,eg
珥,egf
珥,egfd
二,egg
二,eggg
嗯,ei
颚,ei
呃,eia
颚,eia
颚,eiaj
呃,eiax
唔,eif
唔,eifi
嗯,eio
嗯,eiol
哦,eit
哦,eitk
鄂,eiv
鄂,eivv
鹗,eiw
鹗,eiwd
俄,ej
俄,ejt
俄,ejtk
摁,ek
扼,eka
扼,ekax
摁,eko
摁,ekol
讹,el
谔,eli
谔,elig
讹,elj
讹,eljw
诶,ell
诶,ellt
额,en
额,ena
额,enaj
愕,eni
愕,enig
恩,eo
峨,eo
恩,eol
恩,eolk
蛾,eot
峨,eot
峨,eotk
蛾,eotk
遏,er
遏,ern
遏,ernn
贰,es
轭,esa
轭,esax
贰,esg
贰,esgo
娥,est
娥,estk
婀,esv
婀,esvf
鹅,et
鹅,etw
鹅,etwd
阿,ev
阿,evf
阿,evfi
腭,evi
腭,evig
儿,ew
饵,ewf
饵,ewfd
鳄,ewi
鳄,ewig
迩,ewn
迩,ewnn
尔,ewp
尔,ewpk
饿,ewt
饿,ewtk
儿,eww
儿,ewww
铒,ey
铒,eyf
铒,eyfd
锷,eyi
锷,eyig
分,f
否,fa
砩,fab
砩,fabi
否,fai
否,faii
奋,fao
奋,faod
砝,fau
砝,faul
矾,faw
砜,faw
矾,fawk
砜,fawm
费,fb
弗,fbi
弗,fbii
费,fbo
费,fboj
费,fbok
樊,fc
梵,fc
樊,fca
樊,fcak
枋,fch
枋,fche
焚,fcm
焚,fcmm
榧,fcs
榧,fcsy
枫,fcw
梵,fcw
梵,fcwk
枫,fcwm
法,fd
浮,fd
汾,fd
沸,fdb
沸,fdbi
泛,fde
泛,fdel
沣,fdg
沣,fdgi
涪,fdh
涪,fdhi
浮,fdm
汾,fdm
浮,fdmd
汾,fdmn
汾,fdmz
副,fdu
法,fdu
法,fdul
副,fduu
淝,fdv
淝,fdvv
范,fe
藩,fe
范,fed
藩,fed
藩,fedm
范,fedx
芾,fef
芾,fefi
芙,feg
芙,fegk
芳,feh
芳,fehe
茯,fej
苻,fej
茯,feja
苻,fejf
乏,fel
乏,felk
芬,fem
蕃,fem
莩,fem
芬,femn
蕃,femo
莩,femv
芬,femz
蘩,fet
蘩,fetx
葑,feu
葑,feuf
菔,fev
菔,fevv
菲,fey
菲,feyd
菲,feyy
甫,ff
覆,ff
覆,ffk
甫,ffk
甫,ffkk
覆,ffkt
酚,ffm
酚,ffmn
酚,ffmz
敷,fft
敷,fftk
敷,fftm
夫,fg
奉,fgg
麸,fgg
奉,fggi
麸,fggk
丰,fgi
丰,fgii
夫,fgk
夫,fgkk
玢,fgm
玢,fgmn
玢,fgmz
珐,fgu
珐,fgul
酆,fgv
酆,fgvv
方,fh
痱,fh
放,fh
方,fhe
方,fhee
府,fhj
府,fhjf
废,fhn
废,fhnl
腐,fho
腐,fhoj
腐,fhok
放,fht
放,fhtk
疯,fhw
疯,fhwm
冯,fhx
霏,fhy
痱,fhy
痱,fhyd
霏,fhyd
痱,fhyy
霏,fhyy
废,fhz
废,fhzl
吩,fi
吠,fia
吠,fiak
呋,fig
趺,fig
趺,figk
呋,figk
咐,fij
跗,fij
跗,fijf
咐,fijf
吩,fim
吩,fimn
吩,fimz
啡,fiy
啡,fiyd
啡,fiyy
份,fj
俯,fj
伏,fja
伏,fjak
佛,fjb
佛,fjbi
付,fjf
傅,fjf
偾,fjf
傅,fjff
付,fjfk
偾,fjfo
俸,fjg
俸,fjgg
仿,fjh
俯,fjh
仿,fjhe
俯,fjhj
阀,fjj
阀,fjjs
俘,fjm
份,fjm
份,fjmn
俘,fjmv
份,fjmz
伐,fjs
伐,fjsk
垡,fju
垡,fjuu
扶,fk
拂,fkb
拂,fkbi
抚,fkg
扶,fkg
抚,fkgc
扶,fkgk
彷,fkh
彷,fkhe
拊,fkj
拊,fkjf
摁,fko
摁,fkol
房,fl
访,fl
福,fld
福,fldi
访,flh
房,flh
访,flhe
房,flhe
讣,flj
袱,flj
袱,flja
讣,fljj
讽,flw
讽,flwm
诽,fly
扉,fly
扉,flyy
诽,flyy
父,fm
烦,fma
烦,fmaj
粪,fmf
粪,fmfm
釜,fmg
釜,fmgd
父,fmk
父,fmkk
翻,fml
忿,fml
忿,fmlk
翻,fmll
粉,fmm
燔,fmm
粉,fmmn
燔,fmmo
粉,fmmz
分,fmn
分,fmnn
番,fmo
番,fmod
斧,fmq
斧,fmqi
孚,fmv
郛,fmv
孚,fmvd
郛,fmvv
烽,fmw
烽,fmwg
分,fmz
分,fmzz
发,fn
富,fn
飞,fn
怫,fnb
怫,fnbi
富,fnd
富,fndi
愤,fnf
愤,fnfo
飞,fnk
飞,fnkk
发,fnl
发,fnll
悱,fny
悱,fnyd
悱,fnyy
峰,fo
蜂,fo
蝠,fo
罘,foa
罘,foak
幅,fod
蝠,fod
蝠,fodi
幅,fodi
赋,fog
蚨,fog
蚨,fogk
赋,fogy
罚,fol
罚,folu
幡,fom
蜉,fom
幡,fomo
蜉,fomv
贩,foq
畈,foq
畈,foql
贩,foql
蝮,fot
蝮,fotr
蝮,fotw
酆,fov
酆,fovv
蜂,fow
帆,fow
峰,fow
峰,fowg
蜂,fowg
帆,fowk
反,fq
舫,fq
舫,fqh
舫,fqhe
反,fql
反,fqll
返,fqn
返,fqnn
阜,frf
阜,frff
阜,fri
阜,frii
妇,fs
妃,fs
妃,fsb
妇,fsb
妃,fsbc
妇,fsbd
辐,fsd
辐,fsdi
辅,fsf
辅,fsfk
妨,fsh
妨,fshe
匪,fsy
匪,fsyd
复,ft
筏,ft
氟,ftb
氟,ftbi
缶,fti
符,ftj
筏,ftj
符,ftjf
筏,ftjs
氛,ftm
氛,ftmn
氛,ftmz
复,ftr
复,ftrw
馥,ftt
馥,fttr
馥,fttw
缶,ftv
缶,ftvv
复,ftw
复,ftwk
繁,ftx
繁,ftxp
封,fu
坊,fu
封,fuf
黼,fuf
黼,fufk
封,fufk
坊,fuh
坟,fuh
坊,fuhe
坟,fuhk
坟,fuhm
赴,fuj
赴,fujj
服,fv
腑,fv
脯,fv
肺,fvf
脯,fvf
肺,fvfi
脯,fvfk
肤,fvg
肤,fvgk
防,fvh
腑,fvh
肪,fvh
肪,fvhe
防,fvhe
腑,fvhj
附,fvj
附,fvjf
腹,fvt
腹,fvtr
腹,fvtw
肥,fvv
服,fvv
肥,fvvc
服,fvvl
腓,fvy
腓,fvyd
腓,fvyy
饭,fw
孵,fw
狒,fwb
狒,fwbi
匐,fwd
匐,fwdi
鲂,fwh
鲂,fwhe
鲋,fwj
鲋,fwjf
凡,fwk
凡,fwkk
凤,fwl
凤,fwll
风,fwm
孵,fwm
风,fwmm
孵,fwmv
逢,fwn
逢,fwnn
负,fwo
负,fwoj
负,fwok
饭,fwq
饭,fwql
凫,fww
凫,fwww
犯,fwx
犯,fwxx
鲱,fwy
鲱,fwyd
鲱,fwyy
纺,fx
缚,fxf
缚,fxff
纺,fxh
纺,fxhe
驸,fxj
驸,fxjf
纷,fxm
纷,fxmn
纷,fxmz
缝,fxw
缝,fxwn
绯,fxy
绯,fxyd
绯,fxyy
非,fy
镄,fyb
镄,fybo
非,fyd
非,fydd
斐,fyh
钫,fyh
钫,fyhe
斐,fyhk
斐,fyhm
翡,fyl
翡,fyll
蜚,fyo
蜚,fyok
锋,fyw
钒,fyw
锋,fywg
钒,fywk
非,fyy
非,fyyd
飞,fz
发,fz
飞,fzk
飞,fzkk
发,fzl
发,fzll
个,g
过,g
感,ga
顾,ga
顾,gaa
顾,gaaj
龚,gaf
龚,gafm
矸,gag
矸,gagi
磙,gah
磙,gahl
磙,gahw
尬,gaj
尬,gajr
感,gal
感,galk
硅,gau
尴,gau
尴,gauo
硅,gauu
硌,gaw
硌,gawi
改,gb
敢,gb
弓,gb
弓,gbc
弓,gbcc
艮,gbk
艮,gbkk
敢,gbt
改,gbt
改,gbtk
敢,gbtk
改,gbtm
格,gc
根,gc
概,gc
根,gcb
概,gcb
橄,gcb
根,gcbk
概,gcbs
橄,gcbt
杠,gcf
柑,gcf
梗,gcf
柑,gcfd
杠,gcfd
梗,gcfk
杆,gcg
杆,gcgi
椁,gch
槁,gch
槁,gchi
槁,gcho
椁,gchv
桧,gcj
桧,gcjg
棺,gcn
棺,gcno
棍,gcr
槔,gcr
槔,gcra
棍,gcrs
柜,gcs
梏,gct
梏,gcti
桂,gcu
桂,gcuu
构,gcw
枸,gcw
格,gcw
枸,gcwi
格,gcwi
构,gcwl
滚,gd
灌,gd
港,gd
溉,gdb
溉,gdbs
灌,gde
灌,gdei
港,gdf
沽,gdf
泔,gdf
港,gdfb
泔,gdfd
沽,gdfi
滚,gdh
滚,gdhm
滚,gdhw
涡,gdi
涡,gdio
涫,gdn
涫,gdno
洄,gdo
洄,gdoi
亘,gdr
汩,gdr
亘,gdrd
汩,gdrr
沟,gdw
沟,gdwl
淦,gdy
淦,gdyy
鹳,ge
藁,ge
菇,ge
藁,gec
藁,gecc
苷,gef
苷,gefd
藁,geh
藁,gehc
芥,gej
芥,gejr
莞,gen
莞,geng
葛,ger
葛,gerw
菇,ges
菇,gesf
苟,gew
鹳,gew
鹳,gewd
苟,gewi
工,gf
攻,gf
革,gf
嘏,gfb
嘏,gfbb
丐,gfc
丐,gfcc
甘,gfd
汞,gfd
工,gfd
汞,gfdd
甘,gfdd
工,gfdd
哥,gff
哥,gffi
酐,gfg
鞲,gfg
酐,gfgi
鞲,gfgo
辜,gfh
辜,gfhf
古,gfi
革,gfii
古,gfii
恭,gfj
恭,gfjk
更,gfk
更,gfkk
共,gfm
耿,gfm
耿,gfmm
共,gfmm
功,gfn
过,gfn
功,gfnn
过,gfnn
贡,gfo
革,gfo
贾,gfo
瞽,gfod
革,gfoi
贾,gfoj
贡,gfoj
贾,gfok
故,gft
攻,gft
乾,gft
乾,gftc
聒,gfti
攻,gftk
故,gftk
攻,gftm
歌,gfw
巩,gfw
鸪,gfw
鸪,gfwd
歌,gfwj
巩,gfwk
功,gfz
功,gfzz
干,gg
规,gg
瑰,gg
耕,ggg
耕,gggi
干,ggi
干,ggii
规,ggo
规,ggow
瑰,ggr
瑰,ggrl
高,gh
郭,gh
膏,gh
庚,ghb
赓,ghb
庚,ghbk
赓,ghbo
广,ghe
广,ghee
疳,ghf
庋,ghf
疳,ghfd
庋,ghfl
高,ghi
戆,ghl
戆,ghlk
衮,ghm
衮,ghmw
裹,gho
痼,gho
高,gho
痼,ghof
高,ghoi
裹,ghow
疙,ght
疙,ghtc
膏,ghv
郭,ghv
郭,ghvv
膏,ghvv
赣,ghw
赣,ghwf
跟,gi
跪,gi
呱,gi
嘎,gia
嘎,gias
哏,gib
哏,gibk
跟,gibk
嗝,gid
嗝,gidi
噶,gie
噶,gier
哽,gif
咕,gif
咕,gifi
哽,gifk
咣,gij
咣,gijw
咖,gin
咖,gini
呱,giq
呱,giqk
剐,giu
剐,giuu
跪,giw
咯,giw
跪,giwa
咯,giwi
跪,giwx
咖,giz
咖,gizi
光,gj
估,gj
鸽,gj
颌,gja
颌,gjaj
估,gjf
供,gjf
估,gjfi
供,gjfm
合,gji
个,gji
个,gjii
伽,gjn
倌,gjn
伽,gjni
倌,gjno
傀,gjr
仡,gjt
仡,gjtc
闺,gju
刽,gju
刽,gjuu
闺,gjuu
阁,gjw
鸽,gjw
光,gjw
鸽,gjwd
佝,gjwi
阁,gjwi
光,gjww
伽,gjz
伽,gjzi
搞,gk
扛,gk
擀,gk
拱,gkf
扛,gkf
擀,gkf
扛,gkfd
擀,gkfj
拱,gkfm
搞,gkh
搞,gkho
拐,gki
拐,gkin
拐,gkiz
搁,gkj
搿,gkj
搿,gkjk
搁,gkjw
掴,gko
掴,gkog
括,gkt
括,gkti
挂,gku
挂,gkuu
掼,gkx
掼,gkxo
该,gl
颈,gla
颈,glaj
诂,glf
诂,glfi
冠,glg
癸,glg
冠,glgf
癸,glgk
该,glh
该,glhj
该,glhk
雇,glj
矜,glj
雇,gljh
观,glo
观,gloc
观,glow
诟,glq
诟,glqi
诰,glt
诰,glti
褂,glu
诖,glu
褂,gluj
诖,gluu
诡,glw
袼,glw
诡,glwa
袼,glwi
诡,glwx
关,gm
羹,gm
公,gm
炔,gmb
关,gmg
谷,gmi
谷,gmii
谷,gmj
公,gml
公,gmll
糕,gmm
羹,gmm
羔,gmm
羹,gmma
羔,gmmm
糕,gmmm
盖,gmo
盖,gmod
虢,gmy
虢,gmyc
官,gn
寡,gn
尕,gn
寡,gna
寡,gnan
寡,gnaz
哿,gnf
哿,gnfi
宫,gni
宫,gnii
怪,gnl
怪,gnlu
官,gno
官,gnod
尕,gnp
尕,gnpk
割,gnu
割,gnuu
宄,gnw
宄,gnww
惯,gnx
惯,gnxo
国,go
岗,go
骼,go
固,gof
罡,gof
蛄,gof
罡,gofd
蛄,gofi
罟,gofi
固,gofi
国,gog
国,gogk
赅,goh
崞,goh
崞,gohi
赅,gohk
崞,gohv
蛤,goj
蛤,goji
果,gok
果,gokk
冈,gom
蚣,gom
蚣,goml
冈,gomm
贵,goo
岗,goo
蛊,goo
蛊,good
崮,goof
帼,goog
蝈,goog
贵,gooj
岗,goom
虼,got
虼,gotc
刚,gou
刿,gou
刿,gouu
刚,gouu
骨,gov
骨,govv
购,gow
岣,gow
骼,gow
鹘,gowd
骼,gowi
岣,gowi
购,gowl
归,gp
归,gpb
归,gpbd
瓜,gq
舸,gqf
舸,gqfi
瓜,gqk
瓜,gqkk
鬼,gr
皋,gra
皋,graf
躬,grb
躬,grbc
杲,grc
杲,grcc
鬼,grk
鬼,grkk
鬼,grl
鬼,grll
炅,grm
炅,grmm
盥,gro
盥,grod
皈,grq
皈,grql
睾,gru
睾,grum
晷,grw
晷,grwi
轨,gs
轧,gsc
轧,gscc
姑,gsf
轱,gsfi
姑,gsfi
媾,gsg
媾,gsgo
戈,gsk
戈,gskk
妫,gsm
妫,gsmk
匮,gso
匮,gsoo
辊,gsr
辊,gsrs
匦,gss
匦,gssw
轨,gsw
轨,gsww
管,gt
秆,gt
罐,gt
罐,gte
罐,gtei
缸,gtf
牯,gtf
缸,gtfd
牯,gtfi
竿,gtg
秆,gtg
篝,gtg
秆,gtgi
竿,gtgi
篝,gtgo
稿,gth
篙,gth
篙,gthi
稿,gthi
篙,gtho
告,gti
告,gtii
搿,gtj
搿,gtjk
箍,gtk
箍,gtks
管,gtn
管,gtno
刮,gtu
刮,gtuu
鹄,gtw
笱,gtw
鸹,gtw
鸹,gtwd
笱,gtwi
乖,gty
乖,gtyw
赶,gu
埂,gu
鼓,guf
埂,guf
埂,gufk
鼓,gufl
赶,gug
赶,gugi
垓,guh
垓,guhj
垓,guhk
卦,guj
卦,gujj
垢,guq
垢,guqi
圪,gut
圪,gutc
圭,guu
圭,guuu
彀,guw
毂,guw
毂,guwl
彀,guwl
股,gv
膈,gv
胳,gv
肱,gva
肱,gval
隔,gvd
膈,gvd
膈,gvdi
隔,gvdi
肛,gvf
肛,gvfd
肝,gvg
肝,gvgi
胱,gvj
胱,gvjw
孤,gvq
胍,gvq
孤,gvqk
胍,gvqk
胳,gvw
股,gvw
胳,gvwi
股,gvwl
够,gw
狗,gw
鳏,gw
龟,gwc
鲧,gwe
鲧,gwex
鲠,gwf
鲠,gwfk
犷,gwh
犷,gwhe
各,gwi
句,gwi
句,gwii
各,gwii
觥,gwj
觥,gwjw
勾,gwl
勾,gwll
馆,gwn
逛,gwn
逛,gwnn
馆,gwno
龟,gwo
鳏,gwo
猓,gwo
龟,gwoc
猓,gwok
鳏,gwop
旮,gwr
旮,gwrr
鲑,gwu
鲑,gwuu
狗,gww
鲧,gww
够,gww
狗,gwwi
鲧,gwwp
够,gwww
给,gx
贯,gx
纲,gx
绀,gxf
红,gxf
绀,gxfd
红,gxfd
缟,gxh
缟,gxhi
缟,gxho
纶,gxj
给,gxj
给,gxji
纶,gxjw
纲,gxo
贯,gxo
贯,gxoj
贯,gxok
纲,gxom
绲,gxr
绲,gxrs
纥,gxt
纥,gxtc
钢,gy
钙,gy
镉,gyd
镉,gydi
钙,gyf
钴,gyf
钙,gyfc
钴,gyfi
镐,gyh
镐,gyhi
镐,gyho
锅,gyi
锅,gyio
钢,gyo
锢,gyo
锢,gyof
钢,gyom
锆,gyt
锆,gyti
钩,gyw
铬,gyw
铬,gywi
钩,gywl
尕,gz
哿,gzf
哿,gzfi
尕,gzp
尕,gzpk
和,h
会,h
还,ha
磺,haf
磺,hafo
灰,ham
灰,hamm
夯,han
还,han
夯,hann
还,hann
虺,hao
虺,haok
瓠,haq
瓠,haqk
厚,har
厚,harv
夯,haz
夯,hazz
弧,hb
憨,hb
弘,hbl
憨,hbl
憨,hblk
弘,hbll
弧,hbq
弧,hbqk
核,hc
桧,hc
桓,hcd
桓,hcdr
横,hcf
横,hcfo
杭,hch
核,hch
核,hchj
核,hchk
杭,hchw
桦,hcj
桧,hcj
桦,hcjf
桧,hcjg
桁,hck
桁,hckg
槐,hcr
槐,hcrk
槲,hcw
槲,hcwn
活,hd
湖,hd
滑,hd
泓,hdbl
洹,hdd
洹,hddr
河,hdf
湖,hdf
洪,hdf
河,hdfi
瀚,hdfj
洪,hdfm
潢,hdfo
湖,hdfv
鸿,hdfw
汗,hdg
汗,hdgi
沆,hdh
濠,hdh
濠,hdhi
沆,hdhw
淮,hdj
淮,hdjh
汉,hdl
浑,hdl
沪,hdl
沪,hdle
汉,hdll
浑,hdls
浒,hdlt
浣,hdn
浣,hdng
画,hdo
滑,hdo
涸,hdo
涸,hdof
洄,hdoi
溃,hdoo
滑,hdov
画,hdov
混,hdr
灏,hdr
湟,hdr
灏,hdra
湟,hdrg
混,hdrs
汇,hds
汇,hdss
海,hdt
浩,hdt
活,hdt
浩,hdti
活,hdti
海,hdtx
涵,hdv
涵,hdvv
鸿,hdw
涣,hdw
涣,hdwo
花,he
蒿,he
荟,he
薨,hea
薨,heaw
菏,hed
菏,hedf
葫,hef
蕙,hef
蕙,hefl
葫,hefv
荒,heh
蒿,heh
藿,heh
蒿,hehi
藿,hehj
蒿,heho
荒,hehr
荷,hej
萑,hej
荟,hej
荷,hejf
荟,hejg
萑,hejh
花,hejw
蘅,hek
蘅,hekw
荤,hel
茴,heo
薨,heo
薨,heoa
茴,heoi
荤,hes
薅,hes
薅,hesa
获,hew
获,hewa
荭,hex
荭,hexf
黄,hf
邯,hf
卉,hfa
醢,hfa
卉,hfai
醢,hfao
巷,hfb
巷,hfbc
酣,hff
醐,hff
酣,hffd
醐,hffv
韩,hfg
韩,hfgi
翰,hfj
翰,hfjl
黄,hfk
黄,hfkk
惠,hfl
惠,hflk
鬟,hfo
黄,hfo
鬟,hfod
黄,hfom
胡,hfv
邯,hfv
鹕,hfv
邯,hfvv
胡,hfvv
鹕,hfvw
环,hg
彗,hg
环,hga
砉,hga
砉,hgai
环,hgak
慧,hgb
彗,hgb
彗,hgbd
慧,hgbl
璜,hgf
瑚,hgf
璜,hgfo
瑚,hgfv
珩,hgk
珩,hgkg
慧,hgl
珲,hgl
慧,hglk
珲,hgls
魂,hgr
魂,hgrk
魂,hgrl
耗,hgt
耗,hgtc
琥,hgy
琥,hgyc
毫,hh
亥,hh
豪,hha
竑,hha
豪,hhak
竑,hhal
痕,hhb
痕,hhbk
亨,hhi
亨,hhiv
霍,hhj
亥,hhj
霍,hhjh
亥,hhjj
亥,hhk
亥,hhkk
劾,hhn
劾,hhnn
毫,hht
麾,hht
麾,hhtc
毫,hhtc
亨,hhv
肓,hhv
亨,hhvv
肓,hhvv
痪,hhw
痪,hhwo
劾,hhz
劾,hhzz
哈,hi
呵,hi
嚎,hi
喊,hia
咴,hia
喊,hiad
咴,hiam
嗨,hid
嗨,hidt
嗬,hie
嗬,hiej
呵,hif
吓,hif
哄,hif
呵,hifi
吓,hifk
哄,hifm
哼,hih
嚎,hih
嚯,hih
嚎,hiha
嚯,hihj
咳,hihj
咳,hihk
哼,hihv
吭,hihw
哗,hij
喉,hij
哈,hij
喉,hijb
哗,hijf
哈,hiji
呼,him
呼,himi
嘿,hio
踝,hio
踝,hiok
嘿,hiom
喝,hir
嗥,hir
嗥,hira
喝,hirw
号,his
号,hiss
吼,hiv
吼,hivc
唤,hiw
唿,hiw
唿,hiwl
唤,hiwo
喙,hix
喙,hixa
唬,hiy
合,hj
盒,hj
侯,hj
颌,hja
闳,hja
颔,hja
颔,hjaj
颌,hjaj
闳,hjal
候,hjb
侯,hjb
侯,hjbt
候,hjbt
何,hjf
华,hjf
华,hjff
何,hjfi
会,hjg
会,hjgl
阂,hjh
阂,hjhj
阂,hjhk
含,hji
合,hji
含,hjii
合,hjii
辉,hjl
辉,hjls
伙,hjm
伙,hjmm
货,hjo
盒,hjo
盒,hjod
货,hjoj
货,hjok
阖,hju
阖,hjuo
化,hjw
阍,hjw
阍,hjwr
化,hjww
很,hk
护,hk
衡,hk
撼,hka
撼,hkal
很,hkb
很,hkbk
行,hkg
行,hkgi
挥,hkl
护,hkl
护,hkle
挥,hkls
徽,hko
徊,hko
徊,hkoi
徽,hkot
捍,hkr
徨,hkr
徨,hkrg
捍,hkrg
换,hkw
衡,hkw
衡,hkwg
换,hkwo
後,hkx
後,hkxw
话,hl
谎,hl
鹤,hl
诙,hla
诙,hlam
户,hle
谎,hle
户,hlee
谎,hleh
诃,hlf
讧,hlf
祜,hlf
讧,hlfd
祜,hlfi
罕,hlg
讳,hlg
讳,hlgi
罕,hlgi
祸,hli
扈,hli
祸,hlio
扈,hliv
诨,hll
诨,hlls
褐,hlr
褐,hlrw
诲,hlt
话,hlt
话,hlti
诲,hltx
欢,hlw
鹤,hlw
鹤,hlwd
欢,hlwk
火,hm
烘,hm
煳,hm
豢,hma
豢,hmak
糊,hmf
烘,hmf
煳,hmf
烘,hmfm
煳,hmfv
糊,hmfv
关,hmg
关,hmgk
乎,hmi
乎,hmii
烩,hmj
焓,hmj
糇,hmj
糇,hmjb
烩,hmjg
焓,hmji
火,hmm
火,hmmm
焊,hmr
煌,hmr
煌,hmrg
焊,hmrg
焕,hmw
貉,hmw
貉,hmwi
怀,hn
恢,hn
憾,hn
贺,hn
宏,hna
憾,hna
恢,hna
怀,hnak
憾,hnal
宏,hnal
恢,hnam
恨,hnb
恨,hnbk
恒,hnd
恒,hndr
慌,hne
慌,hneh
宦,hnf
怙,hnf
宦,hnfc
怙,hnfi
害,hng
害,hngi
恍,hnj
恍,hnjw
豁,hnm
豁,hnmi
寒,hnn
逭,hnn
逭,hnnn
寒,hnnn
贺,hno
寰,hno
寰,hnod
贺,hnoj
贺,hnok
悍,hnr
惶,hnr
惶,hnrg
悍,hnrg
悔,hnt
悔,hntx
惚,hnw
鲎,hnw
鲎,hnwd
惚,hnwl
鲎,hnwo
回,ho
蝴,ho
蝗,ho
贿,hoa
贿,hoav
蠖,hoe
蠖,hoej
虹,hof
蝴,hof
蟪,hof
蚶,hofd
虹,hofd
岵,hofi
虾,hofk
蟪,hofl
蟥,hofo
蝴,hofv
